"ID","Lake","Lake_type","ID_Art","Order","Suborder","Taxon_agg","Taxon","BD","ship_EM","ship_DM","ship_DM_I","DM_all","AFDM_all","LOM","ind_1","ind_2","ind_3","ind_4","ind_5","ind_6","ind_7","ind_8","ind_9","ind_10","ind_11","ind_12","ind_13","ind_14","ind_15","ind_16","no_ind","length_ind","M_ind","M_type"
353,"Schulzensee","Shallow lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",106.02,106.25,NA,0.23,NA,NA,0.88,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.89,0.11,"DM"
354,"Schulzensee","Shallow lake",4519,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis horaria","HW",99.45,101.11,NA,1.66,NA,NA,0.88,0.89,0.89,0.92,0.93,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.91,0.28,"DM"
355,"Schulzensee","Shallow lake",4519,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis horaria","HW",109.28,111.43,NA,2.15,NA,NA,0.96,0.97,0.98,0.99,1.01,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.99,0.36,"DM"
356,"Schulzensee","Shallow lake",4519,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis horaria","HW",106.48,109.42,NA,2.94,NA,NA,1.03,1.04,1.06,1.06,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.05,0.59,"DM"
357,"Schulzensee","Shallow lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",88.91,89.84,NA,0.93,NA,NA,1.06,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.08,0.47,"DM"
358,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",90.27,90.62,NA,0.35,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.93,0.35,"DM"
359,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",96.54,96.87,NA,0.33,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.95,0.33,"DM"
360,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",85.07,85.39,NA,0.32,NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.96,0.32,"DM"
361,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",88.61,89.1,NA,0.49,NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.96,0.49,"DM"
362,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",81.17,81.63,NA,0.46,NA,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.05,0.46,"DM"
363,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",31.08,31.28,NA,0.2,NA,NA,0.77,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.78,0.1,"DM"
364,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",34.53,34.66,NA,0.13,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.86,0.13,"DM"
365,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",87.91,88.52,NA,0.61,NA,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.12,0.61,"DM"
366,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",81.86,82.8,NA,0.94,NA,NA,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.13,0.94,"DM"
367,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",90.89,92.08,NA,1.19,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.15,1.19,"DM"
368,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",85.93,86.92,NA,0.99,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.16,0.99,"DM"
369,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",89.17,89.68,NA,0.51,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.18,0.51,"DM"
370,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",88.77,89.72,NA,0.95,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.18,0.95,"DM"
371,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",91.54,92.18,NA,0.64,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.2,0.64,"DM"
372,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",32.41,32.5,NA,0.09,NA,NA,0.38,0.37,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.38,0.03,"DM"
373,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",33.49,33.62,NA,0.13,NA,NA,0.68,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.65,0.06,"DM"
374,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",33.44,33.63,NA,0.19,NA,NA,0.7,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.72,0.1,"DM"
375,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",33.32,33.48,NA,0.16,NA,NA,0.7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.73,0.08,"DM"
376,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",84.04,84.46,NA,0.42,NA,NA,0.61,0.62,0.69,0.67,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.64,0.08,"DM"
377,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",88.69,88.86,NA,0.17,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.71,0.17,"DM"
378,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",34.79,34.96,NA,0.17,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.88,0.17,"DM"
379,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",35.82,36.05,NA,0.23,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.97,0.23,"DM"
380,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",84,84.22,NA,0.22,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8,0.22,"DM"
381,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",93.1,93.36,NA,0.26,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.86,0.26,"DM"
382,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",91.94,92.08,NA,0.14,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.87,0.14,"DM"
383,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",82.38,82.77,NA,0.39,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.89,0.39,"DM"
384,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",88.97,89.12,NA,0.15,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.92,0.15,"DM"
385,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",90.45,90.61,NA,0.16,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.77,0.16,"DM"
386,"Scharmützelsee","Deep dimictic lake",4527,"Ephemeroptera","Ephemeroptera","Caenis sp.","Caenis robusta","HW",87.94,88.08,NA,0.14,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.78,0.14,"DM"
387,"Rathsburgsee","Shallow lake",10725,"Diptera","Diptera","Ceratopogoninae","Ceratopogoninae","BL",123.56,123.89,NA,0.33,NA,NA,7.27,7.42,7.33,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7.32,0.08,"DM"
388,"Rathsburgsee","Shallow lake",10725,"Diptera","Diptera","Ceratopogoninae","Ceratopogoninae","BL",118.68,119.65,NA,0.97,NA,NA,9.49,9.31,9.25,9.22,9.22,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9.3,0.16,"DM"
389,"Rathsburgsee","Shallow lake",10725,"Diptera","Diptera","Ceratopogoninae","Ceratopogoninae","BL",117.74,118.88,NA,1.14,NA,NA,10.81,10.85,10.94,10.78,10.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10.83,0.23,"DM"
390,"Rathsburgsee","Shallow lake",10725,"Diptera","Diptera","Ceratopogoninae","Ceratopogoninae","BL",124.39,125.82,NA,1.43,NA,NA,12.31,12.34,12.39,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12.36,0.36,"DM"
391,"Rathsburgsee","Shallow lake",10725,"Diptera","Diptera","Ceratopogoninae","Ceratopogoninae","BL",128.75,129.55,NA,0.8,NA,NA,13.93,13.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13.69,0.4,"DM"
392,"Rathsburgsee","Shallow lake",10725,"Diptera","Diptera","Ceratopogoninae","Ceratopogoninae","BL",118.86,119.68,NA,0.82,NA,NA,16.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.95,0.82,"DM"
393,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",127.49,127.59,NA,0.1,NA,NA,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.06,0.1,"DM"
394,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",125.59,125.66,NA,0.07,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5,0.07,"DM"
395,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",145.08,145.4,NA,0.32,NA,NA,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.88,0.32,"DM"
396,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",150.3,150.33,NA,0.03,NA,NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.96,0.03,"DM"
397,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",121.81,121.89,NA,0.08,NA,NA,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.01,0.08,"DM"
398,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",131.86,132.06,NA,0.2,NA,NA,2.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.73,0.2,"DM"
399,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",119.43,119.59,NA,0.16,NA,NA,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.38,0.16,"DM"
400,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",123.25,123.38,NA,0.13,NA,NA,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.78,0.13,"DM"
401,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",122.53,122.64,NA,0.11,NA,NA,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.23,0.11,"DM"
402,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",119.19,119.29,NA,0.1,NA,NA,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.29,0.1,"DM"
403,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",124.25,124.33,NA,0.08,NA,NA,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.73,0.08,"DM"
404,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",149.65,150.23,NA,0.58,NA,NA,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.32,0.58,"DM"
405,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",142.1,142.39,NA,0.29,NA,NA,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.65,0.29,"DM"
406,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",143.68,144.26,NA,0.58,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.4,0.58,"DM"
407,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",143.08,143.45,NA,0.37,NA,NA,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.12,0.37,"DM"
408,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",133.81,134.26,NA,0.45,NA,NA,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.19,0.45,"DM"
409,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",131.86,132.06,NA,0.2,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.41,0.2,"DM"
410,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",124.17,124.32,NA,0.15,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.36,0.15,"DM"
411,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",124.19,124.33,NA,0.14,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.48,0.14,"DM"
412,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",160.02,160.1,NA,0.08,NA,NA,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.23,0.08,"DM"
413,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",134.93,135.09,NA,0.16,NA,NA,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.38,0.16,"DM"
414,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",119.43,119.59,NA,0.16,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.47,0.16,"DM"
415,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",123.25,123.38,NA,0.13,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.29,0.13,"DM"
416,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",122.53,122.64,NA,0.11,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.35,0.11,"DM"
417,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",119.19,119.29,NA,0.1,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.37,0.1,"DM"
418,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",124.25,124.33,NA,0.08,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.28,0.08,"DM"
419,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",127.49,127.59,NA,0.1,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.35,0.1,"DM"
420,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",125.59,125.66,NA,0.07,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.29,0.07,"DM"
421,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",121.81,121.89,NA,0.08,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.37,0.08,"DM"
422,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",124.17,124.32,NA,0.15,NA,NA,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.34,0.15,"DM"
423,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",124.19,124.33,NA,0.14,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.1,0.14,"DM"
424,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",121.82,121.94,NA,0.12,NA,NA,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.84,0.12,"DM"
425,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",121.82,121.94,NA,0.12,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.66,0.12,"DM"
426,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",122.46,122.55,NA,0.09,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.42,0.09,"DM"
427,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",141.65,141.69,NA,0.04,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.23,0.04,"DM"
428,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",122.72,123.19,NA,0.47,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.57,0.47,"DM"
429,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",129.57,129.69,NA,0.12,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.48,0.12,"DM"
430,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",144.92,145.25,NA,0.33,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.45,0.33,"DM"
431,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",152.62,152.95,NA,0.33,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.54,0.33,"DM"
432,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",147.26,147.29,NA,0.03,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.41,0.03,"DM"
433,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",149.65,150.23,NA,0.58,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.55,0.58,"DM"
434,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",142.1,142.39,NA,0.29,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.55,0.29,"DM"
435,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",141.65,141.69,NA,0.04,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.43,0.04,"DM"
436,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",143.68,144.26,NA,0.58,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6,0.58,"DM"
437,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",143.08,143.45,NA,0.37,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.66,0.37,"DM"
438,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",122.46,122.55,NA,0.09,NA,NA,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.68,0.09,"DM"
439,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",152.62,152.95,NA,0.33,NA,NA,4.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.04,0.33,"DM"
440,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",122.72,123.19,NA,0.47,NA,NA,5.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.08,0.47,"DM"
441,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",129.57,129.69,NA,0.12,NA,NA,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.74,0.12,"DM"
442,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","BL",144.92,145.25,NA,0.33,NA,NA,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.45,0.33,"DM"
443,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Chelicorophium curvsipinum","Chelicorophium curvsipinum","HL",133.81,134.26,NA,0.45,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.56,0.45,"DM"
